codsbs,tipcreditosbs,codempsistemafinancierodeuda,codctacontablesbs,codmoneda,tipcondiciondiamorosidad,mtodeudasol,tipclasifriesgoempsistemafinan,codrubroicc,codmes
0090019635,11,00073,81192301000000,0001,0.0,4600.0,0,000,202202
0095653553,10,00228,14110206020000,0001,0.0,1709.72,0,004,202202
0049512686,11,00142,81130200000000,0001,1445.0,752.43,4,000,202202
0063103365,10,00228,15150102000000,0001,0.0,8.94,0,000,202202
0084173746,12,00237,14110306030000,0001,0.0,9591.21,0,004,202202
0085173103,10,00156,14180200000000,0001,0.0,132.49,0,000,202202
0099428031,10,00108,14110206020000,0001,0.0,24280.57,0,004,202202
0132401942,10,00228,15150102000000,0001,0.0,14.76,0,000,202202
0132401942,10,00123,84140900000000,0001,0.0,1.0,0,042,202202
0014129847,09,00104,14181300000000,0001,0.0,1475.22,0,000,202202
0016885541,11,00129,72150603000000,0001,0.0,800.0,0,000,202202
0067447824,10,00103,14110206020000,0001,0.0,11076.12,0,004,202202
0071508277,08,00184,15250900000000,1001,212.0,177.28,0,000,202202
0096642768,09,00123,14111306020000,0001,0.0,55411.31,0,004,202202
0130962688,08,00004,81181112010000,0001,0.0,127870.0,0,000,202202
0162121324,09,00112,14111306020000,0001,0.0,48188.97,0,004,202202
0015684747,09,00123,14111306020000,0001,0.0,117512.89,0,004,202202
0042842788,10,00106,15150102000000,0001,0.0,9.0,0,000,202202
0053129218,10,00228,15150102000000,0001,0.0,9.55,0,000,202202
0064803654,10,00101,14180200000000,0001,0.0,23.33,0,000,202202
0176830506,09,00123,84140900000000,0001,0.0,2.0,0,042,202202
0087780139,09,00103,14191301000000,0001,13.0,278.77,1,026,202202
0091648563,10,00123,84140511000000,0001,0.0,4598.79,0,000,202202
0092422593,09,00228,14111306020000,0001,0.0,56217.73,0,004,202202
0093628900,10,00106,15150102000000,0001,0.0,18.0,0,000,202202
0103572550,10,00123,14180200000000,0001,0.0,189.08,0,000,202202
0103902517,10,00104,14110206020000,0001,0.0,5718.0,0,004,202202
0103902517,10,00114,14110206020000,0001,16.0,2279.37,1,004,202202
0085410750,10,00228,14110206020000,0001,0.0,3566.62,0,004,202202
0063702943,10,00123,81180102010000,0001,0.0,1739.54,0,000,202202
0063702943,10,00123,14110206010000,0001,0.0,5635.77,0,004,202202
0085941810,10,00123,29110201000000,0001,0.0,10.78,0,000,202202
0027516211,12,00061,84140900000000,0001,0.0,7519.74,0,042,202202
0070752859,10,00227,14110206020000,0001,0.0,1885.66,0,004,202202
0071366456,09,00123,14111306020000,0001,0.0,6741.94,0,004,202202
0073980712,10,00104,14110206020000,0001,0.0,20000.0,0,004,202202
0075959770,09,00123,81180113020000,0001,0.0,43.65,0,000,202202
0098116788,09,00123,84140900000000,0001,0.0,3.0,0,042,202202
0112712933,10,00228,84141000000000,0001,0.0,30247.4,0,000,202202
0194914300,11,00142,14180300000000,0001,0.0,35.79,0,000,202202
0194914300,10,00228,84141000000000,0001,0.0,24067.4,0,000,202202
0016300675,09,00107,14111306020000,0001,0.0,5523.55,0,004,202202
0050969223,09,00107,84140900000000,0001,0.0,76115.07,0,042,202202
0059679503,11,00142,14180300000000,0001,0.0,25.5,0,000,202202
0065302322,10,00228,15150102000000,0001,0.0,10.49,0,000,202202
0120988107,11,00002,14180300000000,0001,0.0,83.94,0,000,202202
0030098692,10,00228,14110206020000,0001,0.0,1155.97,0,004,202202
0088817079,11,00145,81192301000000,0001,0.0,1200.0,0,000,202202
0117705234,11,00145,72150603000000,0001,0.0,6000.0,8,000,202202
0193039707,10,00123,14180200000000,0001,0.0,65.7,0,000,202202
0049139900,10,00228,14180200000000,0001,0.0,82.05,0,000,202202
0015410485,09,00103,29110108010000,0001,0.0,561.17,0,000,202202
0041460016,09,00123,29110201000000,0001,0.0,4.01,0,000,202202
0078196483,09,00123,14111306020000,0001,0.0,148219.0,0,004,202202
0081996121,12,00082,14180300000000,0001,0.0,141.75,0,000,202202
0085813781,10,00227,14110206020000,0001,0.0,11148.55,0,004,202202
0033439091,09,00156,14181300000000,0001,0.0,1136.44,0,000,202202
0051257154,10,00228,14110206020000,0001,0.0,2728.8,0,004,202202
0069944396,10,00228,29110101000000,0001,0.0,2.82,0,000,202202
0081176094,11,00072,72150603000000,0001,0.0,4667.52,0,000,202202
0016775304,10,00123,14110206010000,0001,0.0,5141.68,0,004,202202
0016945030,09,00112,81194002020000,0001,0.0,57.4,0,000,202202
0020687860,12,00103,14180300000000,0001,0.0,41.85,0,000,202202
0044379368,99,00103,84140900000000,0001,0.0,38500.0,0,042,202202
0058022551,10,00123,84140900000000,0001,0.0,1.0,0,042,202202
0070900742,09,00123,72150313000000,0001,0.0,1884.05,0,000,202202
0076319405,09,00123,14181300000000,0001,0.0,569.44,0,000,202202
0078325917,10,00228,84141000000000,0001,0.0,80448.15,0,000,202202
0080593228,10,00228,14180200000000,0001,0.0,117.09,0,000,202202
0090019635,99,00103,84140900000000,0001,0.0,10000.0,0,042,202202
0090021214,10,00111,14110206020000,0001,0.0,11693.03,0,004,202202
0092615553,10,00228,14110206020000,0001,0.0,3874.87,0,004,202202
0095403760,10,00103,29110101000000,0001,0.0,122.21,0,000,202202
0095653553,11,00061,81192301000000,0001,0.0,339.0,0,000,202202
0138381277,11,00129,81130200000000,0001,469.0,962.73,4,000,202202
0045034780,11,00145,81192301000000,0001,0.0,3000.0,8,000,202202
0045777944,09,00101,14181300000000,0001,4.0,343.79,0,000,202202
0071931528,10,00104,29110101000000,0001,0.0,20.11,0,000,202202
0086741865,08,00103,84141000000000,0001,128.0,809775.38,3,000,202202
0088619129,12,00231,14110306030000,0001,0.0,14711.86,0,004,202202
0014129847,09,00104,14111306020000,0001,0.0,33974.99,0,004,202202
0016054283,12,00107,14110313020000,0001,0.0,250.7,1,000,202202
0046355059,09,00123,84140900000000,0001,0.0,145373.24,0,042,202202
0046850041,10,00111,14110206020000,0001,0.0,5000.0,0,004,202202
0052030684,09,00156,14181300000000,0001,0.0,116.14,0,000,202202
0058307408,10,00228,14180200000000,0001,0.0,38.71,0,000,202202
0106267251,99,00103,84140900000000,0001,0.0,40000.0,0,042,202202
0109631949,10,00106,14110206020000,0001,0.0,5558.69,0,004,202202
0017382675,09,00228,15150102000000,0001,0.0,1.0,0,000,202202
0032400701,11,00142,81192301000000,0001,0.0,1.0,0,000,202202
0054593279,09,00103,14181300000000,0001,0.0,724.75,0,000,202202
0057819154,10,00230,14180200000000,0001,0.0,23.38,0,000,202202
0057819154,10,00230,14110206020000,0001,0.0,2319.99,0,004,202202
0060674426,10,00228,14110206020000,0001,0.0,2335.62,0,004,202202
0071415163,09,00107,14111306020000,0001,0.0,72373.74,0,004,202202
0087046184,10,00228,15150102000000,0001,0.0,10.48,0,000,202202
0087486826,11,00002,14110302020000,0001,0.0,1410.6,0,001,202202
0088796837,09,00123,14181300000000,0001,0.0,424.26,0,000,202202
0087064760,11,00142,81192301000000,0001,0.0,6800.0,0,000,202202
0088019873,10,00001,14180200000000,0001,0.0,335.89,0,000,202202
0092661300,09,00228,15150102000000,0001,0.0,19.37,0,000,202202
0107947957,11,00002,14110302020000,0001,0.0,21.97,0,001,202202
0116503115,09,00104,14181300000000,0001,0.0,559.4,0,000,202202
0161583146,11,00002,14110302020000,0001,0.0,173.17,0,001,202202
0164885038,10,00106,14110206020000,0001,0.0,3705.79,0,004,202202
0165704169,10,00156,14110206020000,0001,0.0,9202.04,0,004,202202
0034155577,11,00073,81192301000000,0001,0.0,2700.0,0,000,202202
0053757979,10,00106,14110206020000,0001,0.0,22423.13,0,004,202202
0066081788,11,00072,72150603000000,0001,0.0,1850.0,0,000,202202
0063704237,10,00123,72150302010000,0001,0.0,10642.06,0,000,202202
0045458504,09,00123,14111306020000,0001,0.0,16603.27,0,004,202202
0055917205,10,00156,81181102010000,0001,2.0,2940.15,0,000,202202
0050810402,09,00123,84140900000000,0001,0.0,2.0,0,042,202202
0075081111,12,00140,81130200000000,0001,3868.0,434.95,4,000,202202
0093651600,10,00103,14110206020000,0001,0.0,1000.0,0,004,202202
0023076454,12,00072,81130200000000,0001,809.0,224.47,4,000,202202
0031429099,10,00227,14110206020000,0001,0.0,3361.84,0,004,202202
0040259082,10,00106,14110206020000,0001,0.0,2239.96,0,004,202202
0041460016,09,00101,81194002010000,0001,0.0,2564.98,0,000,202202
0050276872,12,00082,14110306030000,0001,0.0,2962.83,0,004,202202
0079374938,10,00228,29110101000000,0001,0.0,2.48,0,000,202202
0092508056,10,00104,14110206020000,0001,0.0,14810.43,0,004,202202
0016300675,11,00061,72150603000000,0001,0.0,148.76,0,000,202202
0033661088,09,00106,14111306010000,0001,0.0,4249.24,0,004,202202
0056197818,10,00107,14180200000000,0001,0.0,174.62,0,000,202202
0059578634,10,00228,14110206020000,0001,0.0,4643.49,0,004,202202
0071698521,12,00145,14180300000000,0001,0.0,8.61,0,000,202202
0075499035,11,00073,72150603000000,0001,0.0,838.43,0,000,202202
0043292676,09,00101,29110101000000,0001,0.0,88.33,0,000,202202
0044610906,11,00072,72150603000000,0001,0.0,120.0,0,000,202202
0049139900,10,00123,84140518000000,0001,0.0,4957.15,0,000,202202
0165136403,10,00107,14180200000000,0001,0.0,54.05,0,000,202202
0067447824,10,00170,14110206020000,0001,0.0,6634.36,0,004,202202
0117539334,09,00228,15150102000000,0001,0.0,18.06,0,000,202202
0016775304,10,00123,29110201000000,0001,0.0,3.58,0,000,202202
0023218976,12,00104,14180300000000,0001,0.0,382.16,0,000,202202
0041454393,11,00145,14180300000000,0001,0.0,2.48,0,000,202202
0042389366,10,00104,14110206020000,0001,0.0,5667.78,0,004,202202
0051249038,12,00004,14110306030000,0001,0.0,20195.15,0,004,202202
0061010726,10,00228,29110101000000,0001,0.0,4.72,0,000,202202
0063823309,10,00228,84141000000000,0001,0.0,17339.55,0,000,202202
0087486826,10,00101,14110206020000,0001,0.0,1215.94,0,004,202202
0161974684,10,00228,15150102000000,0001,0.0,34.51,0,000,202202
0176887249,10,00106,14180200000000,0001,0.0,267.6,0,000,202202
0020177268,10,00228,14180200000000,0001,0.0,8.98,0,000,202202
0020220988,12,00237,14180300000000,0001,0.0,68.01,0,000,202202
0020687860,10,00228,14110206020000,0001,0.0,4411.47,0,004,202202
0020687860,99,00103,84140900000000,0001,0.0,4000.0,0,042,202202
0033661088,09,00104,81194202010000,0001,0.0,68600.0,0,000,202202
0033661088,09,00104,14111306020000,0001,0.0,78729.19,0,004,202202
0049139900,10,00103,14180200000000,0001,0.0,128.07,0,000,202202
0056924221,12,00101,14110306030000,0001,0.0,11556.41,0,004,202202
0060248591,11,00073,72150603000000,0001,0.0,300.0,0,000,202202
0065763648,99,00231,15150101000000,0001,0.0,4.74,0,000,202202
0066303039,99,00231,15150102000000,0001,0.0,30.64,0,000,202202
0071892484,09,00123,84140511000000,0001,0.0,14929.02,0,000,202202
0073555159,11,00002,14180300000000,0001,0.0,6.61,0,000,202202
0073555159,11,00072,14110302020000,0001,0.0,528.69,0,001,202202
0035115293,10,00104,14180200000000,0001,0.0,19.82,0,000,202202
0040110895,09,00112,14181300000000,0001,0.0,80.31,0,000,202202
0043292676,09,00108,14111306020000,0001,0.0,91422.42,0,004,202202
0059761510,10,00112,29110101000000,0001,0.0,79.78,0,000,202202
0071588351,10,00123,84140511000000,0001,0.0,7335.43,0,000,202202
0095124194,10,00123,72150302020000,0001,0.0,3198.77,0,000,202202
0014938206,11,00142,81192301000000,0001,0.0,1000.0,0,000,202202
0040259082,10,00106,15150102000000,0001,0.0,9.0,0,000,202202
0059402617,10,00123,84140900000000,0001,0.0,2.0,0,042,202202
0117723429,11,00072,72150603000000,0001,0.0,9189.7,0,000,202202
0139454901,10,00228,14110206020000,0001,0.0,6411.81,0,004,202202
0035058532,10,00123,84140900000000,0001,0.0,1.0,0,042,202202
0050810402,09,00123,72150313000000,0001,0.0,11129.28,0,000,202202
0069636870,11,00004,14110302030000,0001,0.0,693.65,0,000,202202
0073708621,10,00238,29110101000000,0001,0.0,2.1,0,000,202202
0104843930,11,00145,81192301000000,0001,0.0,1000.0,8,000,202202
0185295168,10,00125,84140900000000,0001,0.0,12111.04,0,042,202202
0017382675,09,00228,29110101000000,0001,0.0,60.46,0,000,202202
0041451262,12,00072,14110306030000,0001,0.0,2130.0,0,004,202202
0053129218,10,00228,14180200000000,0001,0.0,17.84,0,000,202202
0087046184,10,00228,14180200000000,0001,0.0,45.99,0,000,202202
0100015684,11,00006,14180300000000,0001,0.0,2.15,0,000,202202
0100015684,11,00142,81192301000000,0001,0.0,12200.0,0,000,202202
0046070518,12,00072,14190301000000,0001,0.0,695.15,3,026,202202
0062080035,10,00228,15150102000000,0001,0.0,29.5,0,000,202202
0103902517,10,00114,14190201000000,0001,0.0,113.97,1,026,202202
0107947957,10,00103,29110101000000,0001,0.0,59.78,0,000,202202
0120988107,11,00002,72150603000000,0001,0.0,11139.25,0,000,202202
0014961704,10,00106,72150302010000,0001,0.0,1255.48,0,000,202202
0027762603,09,00004,84140511000000,0001,0.0,9399.29,0,000,202202
0094725330,10,00104,14180200000000,0001,0.0,37.25,0,000,202202
0034155577,10,00101,29110101000000,0001,0.0,16.52,0,000,202202
0054800070,10,00228,14180200000000,0001,0.0,159.53,0,000,202202
0058307408,10,00169,84141000000000,0001,0.0,3106.65,0,000,202202
0071508277,08,00224,84140209000000,0001,0.0,131523.7,0,042,202202
0130962688,08,00004,84140518000000,0001,0.0,127870.0,0,000,202202
0093628900,10,00104,14180200000000,0001,0.0,11.56,0,000,202202
0103572550,10,00123,81180102010000,0001,0.0,3057.82,0,000,202202
0117692370,10,00228,14180200000000,0001,0.0,38.84,0,000,202202
0077599444,10,00228,15150102000000,0001,0.0,67.07,0,000,202202
0086741865,08,00185,84140209000000,0001,0.0,11463.93,2,042,202202
0087911179,10,00112,14180200000000,0001,0.0,1241.53,0,000,202202
0087911179,10,00125,84140900000000,0001,0.0,50000.0,0,042,202202
0118529707,10,00123,72150302020000,0001,0.0,4265.03,0,000,202202
0118529707,10,00123,81180102010000,0001,0.0,7628.75,0,000,202202
0120988107,11,00006,72150603000000,0001,0.0,3994.53,0,000,202202
0165136403,10,00231,14180200000000,0001,0.0,185.27,0,000,202202
0052030684,11,00142,14110302010000,0001,0.0,1689.22,0,001,202202
0058307408,10,00169,14110206020000,0001,0.0,3106.65,0,004,202202
0071366456,09,00123,14181300000000,0001,0.0,37.74,0,000,202202
0071508277,08,00004,84240209000000,1001,0.0,979042.76,0,086,202202
0077349332,12,00237,14110306140000,0001,0.0,1155.75,0,000,202202
0027648665,10,00228,29110101000000,0001,0.0,0.47,0,000,202202
0092049396,10,00123,81180102020000,0001,0.0,152.22,0,000,202202
0015272082,10,00104,14180200000000,0001,0.0,170.61,1,000,202202
0084792039,09,00123,29110201000000,0001,0.0,3.96,0,000,202202
0095653553,12,00061,81193703010000,0001,0.0,122.13,0,000,202202
0022599976,11,00073,14190301000000,0001,0.0,238.18,2,026,202202
0038468944,11,00002,14180300000000,0001,0.0,40.85,0,000,202202
0045260445,09,00123,14111306020000,0001,0.0,48483.67,0,004,202202
0061010726,10,00228,15150102000000,0001,0.0,12.5,0,000,202202
0078533668,10,00123,14110206020000,0001,0.0,1692.12,0,004,202202
0084173746,09,00156,14181300000000,0001,0.0,142.43,0,000,202202
0092802051,09,00107,84140900000000,0001,0.0,48000.0,3,042,202202
0132401942,10,00123,14110206020000,0001,0.0,1603.75,0,004,202202
0086792567,10,00104,14110206020000,0001,0.0,2602.2,0,004,202202
0086794667,09,00104,14111306020000,0001,0.0,8592.31,0,004,202202
0087064760,09,00107,14181300000000,0001,0.0,495.03,0,000,202202
0093678168,10,00228,84141000000000,0001,0.0,34209.24,0,000,202202
0097954682,09,00123,14181300000000,0001,0.0,424.35,0,000,202202
0161583146,11,00145,14110302020000,0001,0.0,656.65,0,001,202202
0027762603,11,00145,81192301000000,0001,0.0,4000.0,8,000,202202
0044723026,10,00228,15150102000000,0001,0.0,21.27,0,000,202202
0048918603,10,00123,84140900000000,0001,0.0,3.0,0,042,202202
0082437738,09,00123,14111306020000,0001,0.0,40808.28,0,004,202202
0087046184,11,00142,14110302020000,0001,0.0,2415.36,0,001,202202
0095876056,11,00072,72150603000000,0001,0.0,3000.0,0,000,202202
0103958750,09,00101,14111306020000,0001,0.0,72398.03,0,004,202202
0027471366,08,00006,14111206020000,0001,0.0,3041858.1,0,004,202202
0117723429,10,00170,81193702010000,0001,0.0,9266.2,0,000,202202
0072523695,09,00106,15150102000000,0001,0.0,41.34,0,000,202202
0016300675,09,00107,14181300000000,0001,0.0,111.29,0,000,202202
0055693196,10,00231,14180200000000,0001,0.0,21.94,0,000,202202
0059578634,10,00228,84141000000000,0001,0.0,60365.37,0,000,202202
0029948828,11,00001,14110302010000,0001,0.0,257.58,0,001,202202
0061785701,09,00156,14181300000000,0001,0.0,375.92,0,000,202202
0095210414,10,00228,15150102000000,0001,0.0,9.32,0,000,202202
0015260670,09,00101,14181300000000,0001,0.0,798.24,0,000,202202
0018077744,10,00104,14110206020000,0001,0.0,1885.81,0,004,202202
0070902109,10,00228,14180200000000,0001,0.0,167.11,0,000,202202
0075631367,99,00103,84140900000000,0001,0.0,8000.0,0,042,202202
0091462559,09,00123,14181300000000,0001,0.0,129.93,0,000,202202
0115691724,10,00231,14110206020000,0001,0.0,25239.0,0,004,202202
0141417410,10,00123,14180200000000,0001,0.0,47.58,0,000,202202
0167885306,09,00106,14181300000000,0001,0.0,33.81,0,000,202202
0169508054,10,00238,14110206020000,0001,0.0,4655.48,0,004,202202
0185295168,10,00106,14110206020000,0001,0.0,9529.14,0,004,202202
0193852106,10,00123,14110206020000,0001,0.0,14043.48,0,004,202202
0201691311,10,00106,29110101000000,0001,0.0,13.78,0,000,202202
0002571536,11,00002,72150603000000,0001,0.0,1605.0,0,000,202202
0014938206,11,00129,14180300000000,0001,0.0,74.14,0,000,202202
0014938206,11,00073,81192301000000,0001,0.0,806.31,0,000,202202
0031429099,10,00109,29110101000000,0001,0.0,10.93,0,000,202202
0041460016,09,00123,72150313000000,0001,0.0,594.82,0,000,202202
0051257154,10,00228,14180200000000,0001,0.0,65.27,0,000,202202
0073555159,09,00228,14111306020000,0001,0.0,3000.0,0,004,202202
0081996121,10,00104,14180200000000,0001,0.0,8.7,0,000,202202
0082779892,10,00228,14180200000000,0001,0.0,22.08,0,000,202202
0086641097,12,00082,14110306030000,0001,0.0,4854.01,0,004,202202
0087000745,10,00123,14110206020000,0001,0.0,3656.77,0,004,202202
0117692370,10,00228,84141000000000,0001,0.0,22096.8,0,000,202202
0121865769,10,00228,29110101000000,0001,0.0,1.88,0,000,202202
0039470462,10,00228,14180200000000,0001,0.0,54.51,0,000,202202
0045259773,09,00101,14181300000000,0001,0.0,252.48,0,000,202202
0095012671,09,00104,14111306020000,0001,0.0,9257.1,0,004,202202
0032400701,09,00228,14181300000000,0001,0.0,700.07,0,000,202202
0045789390,10,00228,14180200000000,0001,0.0,115.01,0,000,202202
0066081788,10,00123,72150302010000,0001,0.0,3008.31,0,000,202202
0071436233,09,00123,81180113020000,0001,0.0,89.99,0,000,202202
0088817079,10,00228,14180200000000,0001,0.0,85.65,0,000,202202
0117539334,09,00228,81193713010000,0001,0.0,9924.42,0,000,202202
0137935775,10,00104,14180200000000,0001,0.0,5.82,0,000,202202
0054800070,12,00140,81130200000000,0001,2623.0,1986.88,4,000,202202
0059656252,10,00107,14110206020000,0001,0.0,14275.55,0,004,202202
0069944396,10,00228,84141000000000,0001,0.0,21346.52,0,000,202202
0035128921,10,00123,14110206020000,0001,0.0,19536.92,0,004,202202
0089189284,10,00104,14180200000000,0001,0.0,383.49,0,000,202202
0090163302,10,00103,14180200000000,0001,0.0,311.89,0,000,202202
0095579108,10,00106,14180200000000,0001,0.0,265.72,0,000,202202
0203270593,10,00231,84141000000000,0001,0.0,13980.24,0,000,202202
0033439091,09,00156,14111306020000,0001,0.0,75163.76,0,004,202202
0036972971,10,00228,15150102000000,0001,0.0,33.7,0,000,202202
0041460016,12,00156,14110306030000,0001,0.0,1588.39,0,004,202202
0069008984,10,00104,14110206020000,0001,0.0,8355.66,0,004,202202
0073555159,12,00002,14180300000000,0001,0.0,12.86,0,000,202202
0073555159,11,00072,81192301000000,0001,0.0,3900.0,0,000,202202
0073980712,10,00104,14180200000000,0001,0.0,1188.88,0,000,202202
0086641097,12,00006,81192301000000,0001,0.0,800.0,0,000,202202
0039470462,10,00228,15150102000000,0001,0.0,6.88,0,000,202202
0043292676,09,00101,14181300000000,0001,0.0,6105.16,0,000,202202
0047623529,11,00002,14110303020000,0001,0.0,520.0,0,000,202202
0066322050,09,00123,14181300000000,0001,0.0,21.57,0,000,202202
0068650925,10,00228,29110101000000,0001,0.0,106.07,0,000,202202
0071556395,12,00006,14180300000000,0001,0.0,9.05,0,000,202202
0075959770,09,00238,14181300000000,0001,0.0,710.86,0,000,202202
0077051686,09,00123,72150313000000,0001,0.0,31606.07,0,000,202202
0083552484,09,00107,14111306020000,0001,0.0,50604.53,0,004,202202
0095564658,11,00072,81192301000000,0001,0.0,1000.0,1,000,202202
0025718143,10,00112,14110206020000,0001,0.0,22100.0,0,004,202202
0046355059,09,00123,14181300000000,0001,0.0,100.01,0,000,202202
0049139900,10,00123,29110201000000,0001,0.0,15.81,0,000,202202
0060248591,10,00104,14110206010000,0001,0.0,921.03,0,004,202202
0072622774,12,00231,84140900000000,0001,0.0,60000.0,0,042,202202
0108756730,10,00228,14180200000000,0001,0.0,96.3,0,000,202202
0136764578,10,00231,29110108010000,0001,0.0,0.1,0,000,202202
0180831169,10,00123,14180200000000,0001,0.0,282.88,0,000,202202
0056127500,99,00103,84140900000000,0001,0.0,4000.0,0,042,202202
0059656252,10,00101,14110206020000,0001,0.0,3908.66,0,004,202202
0072909666,11,00145,14110302020000,0001,0.0,2178.17,0,001,202202
0077599444,11,00142,81192301000000,0001,0.0,14400.0,0,000,202202
0057795778,10,00123,84140900000000,0001,0.0,2.0,0,042,202202
0106267251,09,00103,14111306020000,0001,0.0,53126.07,0,004,202202
0073396484,10,00227,14110206020000,0001,0.0,17232.29,0,004,202202
0092438210,09,00114,14161306020000,0001,389.0,4107.12,4,015,202202
0055917205,10,00156,29110101000000,0001,2.0,451.74,0,000,202202
0066768414,12,00072,14110308010000,0001,0.0,1026.41,0,000,202202
0117723429,10,00170,29110201000000,0001,0.0,34.54,0,000,202202
0061010726,12,00072,81130200000000,0001,341.0,1507.13,4,000,202202
0062080035,10,00228,14110206020000,0001,0.0,5411.94,0,004,202202
0084273848,10,00228,84141000000000,0001,0.0,19669.4,0,000,202202
0085405489,09,00237,14181300000000,0001,0.0,47.07,0,000,202202
0086979861,09,00237,14111306020000,0001,0.0,9595.95,0,004,202202
0095210414,10,00228,14110206020000,0001,0.0,1709.72,0,004,202202
0037105791,10,00110,14110206020000,0001,0.0,9589.8,0,004,202202
0051249038,12,00004,14180300000000,0001,0.0,283.97,0,000,202202
0073977169,10,00231,14180200000000,0001,0.0,105.35,0,000,202202
0080563728,09,00006,14181300000000,0001,0.0,3096.55,0,000,202202
0092840085,10,00109,14110206020000,0001,0.0,8381.11,0,004,202202
0095653553,10,00231,84141000000000,0001,0.0,6138.11,0,000,202202
0059578634,11,00072,81130200000000,0001,824.0,7586.79,4,000,202202
0059578634,11,00004,81130200000000,0001,853.0,4246.53,4,000,202202
0065684110,10,00228,84141000000000,0001,0.0,25639.8,0,000,202202
0074031340,10,00238,14110206020000,0001,3.0,9460.75,0,004,202202
0075297491,10,00487,14150206020000,0001,1274.0,938.84,4,013,202202
0076297304,10,00123,81194001020000,0001,0.0,59.33,0,000,202202
0082437738,11,00145,81192301000000,0001,0.0,500.0,8,000,202202
0082875000,10,00103,14110206020000,0001,0.0,15000.0,0,004,202202
0016054283,12,00112,14180300000000,0001,0.0,5.36,0,000,202202
0027471366,08,00006,84141000000000,0001,0.0,4774634.3,0,000,202202
0073639468,10,00228,14180200000000,0001,0.0,63.2,0,000,202202
0078533668,10,00123,84140511000000,0001,0.0,1658.28,0,000,202202
0082611525,10,00103,14110206020000,0001,0.0,3500.0,0,004,202202
0031726662,12,00144,14110306030000,0001,0.0,5230.1,0,004,202202
0053129218,10,00228,14110206020000,0001,0.0,1752.46,0,004,202202
0055503788,10,00123,84140900000000,0001,0.0,1.0,3,042,202202
0072189973,10,00123,72150302010000,0001,0.0,3816.15,0,000,202202
0050810402,09,00123,29110201000000,0001,0.0,137.41,0,000,202202
0058188271,11,00142,14110302010000,0001,0.0,35.04,0,001,202202
0073708621,10,00238,14180200000000,0001,0.0,185.79,0,000,202202
0090163302,10,00103,84141000000000,0001,0.0,5000.0,0,000,202202
0106607982,10,00107,84140900000000,0001,0.0,41247.37,0,042,202202
0121419947,10,00228,29110101000000,0001,0.0,1.7,0,000,202202
0203270593,99,00231,15150102000000,0001,0.0,12.78,0,000,202202
0021319520,10,00107,14110206020000,0001,0.0,9285.66,0,004,202202
0033439091,09,00156,15150102000000,0001,0.0,197.07,0,000,202202
0064502069,10,00106,15150102000000,0001,0.0,7.2,0,000,202202
0071415163,12,00237,14110306030000,0001,0.0,1995.81,0,004,202202
0079374938,10,00231,84141000000000,0001,0.0,21534.26,0,000,202202
0103572550,10,00123,84140511000000,0001,0.0,3057.82,0,000,202202
0109991180,12,00072,14180300000000,0001,0.0,135.89,0,000,202202
0039470462,11,00004,81292301000000,1001,0.0,563.4,0,000,202202
0039470462,10,00107,14110206020000,0001,0.0,10038.3,0,004,202202
0060620130,09,00107,84140900000000,0001,0.0,206.7,0,042,202202
0072744462,10,00228,15150102000000,0001,0.0,15.84,0,000,202202
0077051686,09,00123,84140900000000,0001,0.0,2.0,0,042,202202
0083780932,10,00106,14110206020000,0001,0.0,9535.81,0,004,202202
0015684747,09,00112,14111306020000,0001,0.0,57364.13,0,004,202202
0032400701,11,00073,81192301000000,0001,0.0,300.0,0,000,202202
0091994399,10,00103,14180200000000,0001,0.0,96.36,0,000,202202
0132958858,10,00123,84140900000000,0001,0.0,1.0,0,042,202202
0136764578,10,00231,14180200000000,0001,0.0,11.41,0,000,202202
0137935775,10,00123,84140900000000,0001,0.0,1.0,0,042,202202
0139483545,10,00106,15150102000000,0001,0.0,4.5,0,000,202202
0045034780,12,00001,14110306030000,0001,0.0,1000.0,0,004,202202
0101763609,10,00114,14180200000000,0001,0.0,90.46,0,000,202202
0016885541,11,00129,81192301000000,0001,0.0,800.0,0,000,202202
0071508277,08,00004,84140511000000,0001,0.0,61543.84,0,000,202202
0071508277,08,00004,84241000000000,1001,0.0,461056.66,0,000,202202
0095124194,10,00123,81180102010000,0001,0.0,3347.42,0,000,202202
0130686095,10,00228,14110206020000,0001,0.0,1281.79,0,004,202202
0152905491,99,00231,15150101000000,0001,0.0,2.71,0,000,202202
0079705721,09,00123,14111306020000,0001,0.0,31213.47,0,004,202202
0087281868,09,00106,14181300000000,0001,0.0,197.94,0,000,202202
0087780139,11,00072,15150102000000,0001,0.0,9.9,0,000,202202
0087787494,10,00228,14180200000000,0001,0.0,21.03,0,000,202202
0089281946,12,00102,14110306030000,0001,0.0,3157.48,0,004,202202
0124989485,10,00123,81180102010000,0001,0.0,4719.16,0,000,202202
0161583146,11,00145,81192301000000,0001,0.0,1200.0,0,000,202202
0016054283,12,00107,84140900000000,0001,0.0,2325.43,1,042,202202
0027762603,09,00004,15150102000000,0001,0.0,7.9,0,000,202202
0027762603,10,00072,72150302010000,0001,0.0,7992.72,0,000,202202
0041451262,12,00072,14180300000000,0001,0.0,38.63,0,000,202202
0044723026,10,00228,14110206020000,0001,0.0,19335.15,0,004,202202
0048918603,12,00237,14180300000000,0001,0.0,16.05,0,000,202202
